review,sentiment
"This British TV series has gotten lots of attention here in the USA for the past season or two, I've only heard vague things about it, including some buzz that it had won some awards. So today, being a slow day in Southern Texas, cool and rainy, I looked into it and lo, I beheld that Netflix has the first season, 7 episodes, available for streaming on demand. So I took the plunge. I watched the first episode, approximately 65 minutes, and immediately watched the second, approximately 45 minutes.As the first episode opens we are shown that it is 1912, in the beautiful English country. I didn't attach too much to the date, other than it was just over 100 years ago, until a telegram came in, everyone seemed very concerned, and some began to ask of survivors. Then it hit me ... the sinking of the Titanic. That event is used as the catalyst for the series of stories that make up this English family soap opera.The immediate and great impact is that the two heirs of the estate featured here were among those lost at sea in the sinking of the ship. Since the gentleman of the estate had three daughters but no son, by British law the estate at his passing would go to the nearest of kin male, which happens to be a member of the working class, a lawyer and 3rd cousin once removed, someone the family doesn't even know.Of course there is much more to learn about the story, as I am only two episodes in, but already I can see why the series has such a following. The writing and acting are first-rate and the stories interesting. Thre are lots of interaction issues between the service staff down below and the family members above. In many ways I was reminded of the excellent movie ""Gosford Park."" Anyway I believe I am hooked, I don't believe I can ignore the rest of the episodes.In May 2013 I watched season 2 on DVD, and it was almost impossible to NOT watch the whole thing in one sitting. Really captivating, its main subject is WW1 and turning Downton Abbey into a recovery center for wounded soldiers. The series employs a historical adviser so it is reasonable to assume the stories, while fiction, are authentic.Over 3 days in July 2013 I watched the whole 3rd season on DVD, set in the 1920s. The more I watch it the more I enjoy it.The main setting for the series is Highclere Castle which is to the west of London, not far from the M4 and Newbury.",positive
"Well done to Downton Abbey. Launched without much fanfare it suddenly became a huge hit both here and across the globe. But it didn't stray away from the premise it had at the start and largely maintained its quality throughout the 52 episodes.Yes, it was a bit slow paced at times and not all the story lines were gripping, but for sheer entertainment and well crafted drama then the show is very much deserving of all the praise it receives.I think ITV will miss it and so in turn will the viewers. Despite people saying that we are living in a golden age of TV there is a shortage of good period dramas. Downton filled that void.Well done to all involved for going out on a high.",positive
"DOWNTON ABBEY is the kind of ""Masterpiece Theatre"" material that the British do with such finesse that one can only sit back and marvel at the sets, costumes, music, and above all, the performances that are all on an extraordinarily high level.The moment the first series ended, I wanted to see more--so no doubt I'll be ordering my copy of Season 2. Central among the gifted performers are Maggie Smith (as the Dowager Countess Violet), Hugh Bonneville as the Earl of Grantham, and Elizabeth McGovern as Cora, his American wife. But all of the lesser roles are played to perfection with special mention for Brendan Coyle as John Bates, Joanne Froggatt as Ana, Michelle Dockery and Laura Carmichael.Complicit in schemes involving wicked behavior are two of the downstairs help played brilliantly by Siobhan Finneran and Rob-James Collier as Thomas, both of whom cast a shadow over the household.The plot has dialog that is always witty and good for a quick chuckle or a gasp of disapproval and the character motivations are all played out in a convincing manner true to each person involved.Very compelling to view the fluid story unfold with its many sub-plots and shadings of the class warfare that existed in the U.K. then and now.Absolutely one of the most rewarding and richly satisfying shows from Great Britain that have come along in recent years. The color photography amid location settings create the proper atmosphere for the entire story which takes place just before WWI among a wealthy titled household undergoing some major changes inside the castle walls.",positive
"I was looking forward to this but I was disappointed. This series is overrated. Am I the only one who thinks this isn't all that? Firstly the good points - the setting and atmosphere are well done. The grand old historic home location is quite attractive.The WWI era setting should provide for interesting story lines but it all seems very clichéd. Very little happens in one season - the plot could have been covered in a third the time. The characters are one dimensional with simplistic good guys and bad guys. The nephew and heir Crawley and his mother are too goody two shoes and self righteous. The actress playing Lady Mary, Michelle Dockery isn't pretty and has a cold unappealing look with a blank expression. She isn't watchable. Not right for a leading role. The idealistic political daughter is annoying. Elisabeth McGovern as the Countess is a bit painful to watch with her crumpled looking expressions. Maggie Smith as the dowager Countess has good delivery as usual but she shouldn't have won an Emmy for that. It's hard to feel for any of the characters because they are so cardboard cutout.The ""help"" are way too clever and conniving it's unreal especially the evil butler. The story is weak and soap like. Only the last episode of season 1 had some forward momentum.I'll probably still watch it to see what happens but don't be fooled - it's well produced fluff masquerading as an adaptation of great literature.",negative
"I still don't know what the hoopla is all about with this series. It's a costume drama set in 1912 in fictional Downton Abbey where there are plenty of servants and an aristocratic family. The cast is first rate led by Dame Maggie Smith among others. She is a scene stealer. The costumes, art direction, and sets are first rate. I have seen other British dramas with costumes and sets. This drama doesn't seem much different and I'm surprised by its success. I believe class differences between servants and the family to which they serve is considerable. The servants can be cutthroat and vicious. Just look at poor Bates in the first episode. There is plenty of drama going on in the servants quarters while their employers worry about their futures of their three daughters where marriage is the only answer.",negative
"At the risk of sounding sentimental, I believe the monarchy stands for a fairness that we like to think represents us. I hope 'Downton Abbey' has a similar decency about it. - Julian Fellowes ""Downton Abbey's"" written by Julian Fellowes, a Tory peer, Baron, monarchist and husband-to-royalty, so right away you know it has a clear agenda. Restorative nostalgia to the max, and released to coincide with a fresh round of British austerity measures, the television series sees a family of early 20th century aristocrats living in a palatial estate and tended to by a sprightly band of servants. Sounds interesting? Forget Renoir's ""The Rules of the Game"", Altman's ""Gosford Park"", and the past 500 years of human history and social theory. No. In ""Downton Abbey"", the class system exists for the benefits of those at the bottom, and proves as bothersome to those unfortunate few at the top as it does those lower down the social hierarchy.Fellowes serves up the platonic ideal of an English aristocrat. Good, selfless and caring, our Lords and Ladys bend over backwards to serve their servants, graciously offering them jobs, assistance, compassion, awards and so forth. They are benign despots, all-powerful, their authority final, but more sage and caring than any elected politician could ever be. The rich, in other words, are socially responsible father figures. They are invested in their households, in their communities, and provide a far reaching social benefit; without the rich to mercifully protect them, the poor would be forced out into the cold to fend for themselves. Indeed, Fellowes frequently has his rich folk sacrifice their bodies, their status and their wealth for the servant class (joining war efforts, taking on limping servants etc). The message - rife with false binaries - isn't only that servants should be content with their roles, but that one, regardless of class, cannot and should not avoid servitude. Even the rich are servants to their fellowman.Significantly, the series' villains are all either homosexuals, socialists or members of the servant class. In the second series, villains become figures of new wealth; modern capitalists who don't respect the supposedly loving, symbiotic relationships of late aristocracy. As the series focuses on an individual household rather than systems, the nobility and selflessness of Fellowes' aristocrats justify the system in which they spin. It's a very classically conservative notion of history (in actuality, servants couldn't look at, let alone speak to their masters), a proudly hierarchical world in which all social conflicts and tensions are resolved without any restructuring of class relations. Stratification is posited as being natural, optimal and only the deviant or repellent are incapable of adapting or finding accommodation within it. No talk, of course, of where our Earls and Lords acquired their wealth, land enclosures, the lives of the impoverished outside the mansions or how the system's social relations hinge on an in-build bondage ingrained within ""economics"" (ie money) itself. Elsewhere the series brings up occasional Big Issues (war, feminism, Ireland etc), but only to engage in the smug, back-patting afforded by hindsight. This is a benign, liberal aristocracy, for an age of ""caring"" capitalists.All ""Abbey's"" arguments in favour for the class system were once put forth by George Fitzhugh, an American social theorist who published racial and slavery based sociological theories in the antebellum era. Fitzhugh essentially argued that Negro slaves needed ""strong white daddies to look after them"". That slavery ""protects the Negro"", ""ensured that blacks would be economically secure and morally civilised"" and that the evils of modern capitalism, which was gradually replacing slavery, would expose poor blacks to persecution and suffering. The new rich, Fitzhugh argued, were promoting a form of competition which would harm blacks. Afterall, the slave belongs to its owner, and owners take care of their capital, take care of what they own, provide them with food and shelter, unlike those pesky capitalists who merely rent labour. Fitzhugh even went so far as to defend slavery because ""capitalists are anti Negro racists, whilst slavery is not racist"".Fellowes is doing the same. Or rather, the arguments are always the same, no matter the social reconfiguration taking place. Hence, slavery is good because slave owners take care of their slaves, aristocracy is good because the aristocracy takes care of their servants, and capitalism is good because employees take care of their labourers. What each argument does, regardless of historical time period, is posit the lower classes as dependent on power without questioning how and why this power is structured, created and propagated in the first place.In the early 1980s, Immanuel Wallerstein, a renowned social scientist, outlined 12 characteristics which he believed were ""unique"" to modern world systems. His aim was to show that modern capitalism, in the affluent 80s, was a kind of ""step up"" from both the aristocracy of ""Downton's"" era and the feudalism of the distant past. By 1989, though, Wallerstein had completely reversed his position. All the presumably unique characteristics of the ""modern world system"" were also true of the medieval and ancient world systems. He could find no substantial distinctions that would satisfy his categorisations. The point isn't only that there were no clean transition from feudalism to aristocracy to capitalism as such, but that power proves capable of propagating itself.But why would a series which glorifies the class system, posits class hierarchies as inherently benevolent and idealises master/servant bonds, be suddenly so very popular? Why would a series about inherited privilege, ineluctable servitude, be popular in an era of Occupy, Austerity, Bank Bailouts and massive corporate tax dodging? Perhaps because ""Downton"" presents a Utopian version of the past for the purposes of painting, and thereby bolstering, a contemporary system capable of weathering any upheaval or shock. Or perhaps it's simply a severe form of Stockholm Syndrome.4/10 - See ""Remains of the Day"", ""Eyes Wide Shut"" and ""Never Let Me Go"". Worth no viewings.",negative
A lot people like wacthing boring TV shows I am not one of them sorry. come on now 10 for the total crap. This show has story lines that are awful. It is a slow boring show with no point to it other then to be really boring,negative
"I didn't watch this until after we visited the Biltmore in North Carolina. We went to the exhibit. My wife had already seen it and was crazy for the show.I watched it with her and the rest of the family when we came back, but I didn't enjoy it as much as they did so. I found it filled with over dramatizations. Too many maids and footmen marrying each other. Too many things happening at once.It wasn't terrible, I think historically they did a good job with the war and how the English life was during this period. The wealthy and their staff in massive mansions.Overall I recommend it for at least one viewing.",positive
".....""Downton Abbey"" sails across our screens on Sunday nights,flying the flag for nicely photographed,well - acted and expensively - produced if rather anodyne drama that can't possibly offend anybody. I rather hope its success doesn't signal a return to the 1970s fashion for comforting series set in the last days of Empire where pater has apoplexy every time he reads the newspaper and the aristos and staff represent a microcosm of English society. Written by Mr Julian Fellowes who knows whererof he speaks,""Downton Abbey"" is like a very large and fluffy chocolate cake,adorable in small slices but awfully indigestible as a whole.The usual upper - class knobs despair or revel in their upper - class knobiness according to their temperaments in direct proportion to their below - stairs equivalents.Hardly a ""Hold the Front Page"" moment,then. Set in 1912 so the last direct male heir to the Abbey can conveniently drown on ""Titanic"",the story concerns the future of the house and its occupants apparently at the mercy of an iniquitous law that maintains that title property cannot descend a female line. When the guv'nor goes what will happen to them all? Most of them seem so consumed with self - interest that I found it hard to care. The servants seem almost totally deeply unpleasant and are either bright and breezy or dark and brooding,the exception being the wonderful Miss Phylis Logan as the Housekeeper who also gives far and away the best performance. Despite all this I did enjoy ""Downton Abbey"" even though it may have been the enjoyment of the familiar and unchallenging where you could drop off for five minutes and never notice it. It's just a bit disappointing that in 2010 a TV production company,given a big budget,could not have been just a tad more daring. ""You rang m'Lord"" said all this so much better and with poignancy and humour,two qualities that I haven't found in ""Downton Abbey"".",negative
"There are Downton devotees and there are people who think it's a second-rate soap opera praising the oppressive class system of days of old. I'm in the middle ground: I like the show, but I cannot for the life of me comprehend the 8.8 rating it has on this website.I can certainly see the appeal: the production values are marvelous, from the costumes to the old-fashioned cars. The show's story is mostly the stuff of melodrama: scandals, sex, war, and family issues all on the grand scale. The character's, while not always likable, are an interesting bunch of people. I will admit though, sometimes the writing is weak and soap opera-ish (ex. Edith's wedding). Some of the characters are flat too.I don't think this show will be considered a classic in the long run, but it is solid entertainment.",positive
"If you thought Gosford Park needed to be a shallow, episodic TV series, you might enjoy this. Even Maggie Smith (and her character) has been borrowed wholesale to ease your transfer. And what luck, the theme music is a thinly veiled knock-off of the title music from The Piano. But Gosford Park wrestled with matters of substance, and showcased some striking film technique.This show is teeming with ""decent"" characters (translation: progressive) none of whom could have existed historically, and none of whom can inject the show with any surprises. The show shoots the bolt in the first two episodes where Lord Grantham defends and acts as co-equals with two different servants. Hooray for time-traveling with anachronistic values. The show never rises above soap opera by larding itself down with drippy conflicts, and boatloads of shallow female matters. The elevated estrogen level torpedoes any real intrigue.The drama in this is just so much sniveling.",negative
"GRADE: B-THIS FILM IS RECOMMENDED.IN BRIEF: Despite its period grandeur, Downton Abbey is innocuous fun but emotionally inert.JIM'S REVIEW: Welcome to the party. The aristocratic Crawley clan is planning a soiree to welcome the King and Queen of England and you are invited to attend the big screen adaptation of one of the most popular television series ever made, Downton Abbey. You can be sure that this will be an opulent affair, filled with a hint of scandal and other surprises. While it's nice to see old friends, one needs to know not to outstay your welcome. This film adaptation lingers a tad too long, carrying on well after the stroke of midnight. There is much for the eyes on view and little for the heart. By all means, join the party, it's a fun time, but keep your expectations low.For fans of the series, this film will certainly be enjoyable; non-fans may ponder the characters and their relationships and wonder what all the hoopla about this stodgy family is all about. The period details are fastidiously in place, but the historical events of 1927 are rarely mentioned (Lindbergh's flight, talkies, Stalin), nor do they become part of the scenario as the series accomplished so deftly in its televised reign.Julian Fellows' screenplay lacks the character development and depth that made the television program so remarkable. He rolls out his roster of beloved figures, but they are not given equal ranking of importance in his story. He still has the talent for one-liners and compelling dialog, but his many subplots border more on melodrama and comic rifts.The film focuses more on the upstairs behavior dealing with the royal visit. Lord Crawley (Hugh Bonneville) and his wife Cora (Elizabeth McGovern) become mere background props in this film, with more screen time given to the younger and eldest members: Lady Mary (Michelle Dockery) is still the driving force of the estate, a forlorn Lady Edith (Laura Carmichael) looks for fulfillment, and former footman now an unwilling member of the ruling class, Tom (Allen Leech), searches for love. Violet, the Dowager Countess (Maggie Smith) and her clever sidekick, Lady Isobel (Penelope Wilton) still provide the catty put-downs with glee as the duo prepare to deal with the arrival of Violet's cousin (Imelda Staunton), who has a few secrets or two.The downstairs crew are not given much to do except run the household efficiently. The haughty Carson (Jim Carter) is brought back from retirement to organize all things proper and Mr. and Mrs. Bates (Brendan Coyle and Joanne Froggart) are overseeing the event, with Mrs. Patmore and Daisy (Leslie Nicol and Sophie McShera) scouring away in the kitchen. All are reduced to comic relief, especially a delightful Kevin Doyle as the socially inept Mr. Molesley, making their storylines seem slight. Except for Barrow (Robert James-Collier), the ambitious butler who has the most dramatic arc in the movie due to his repressed homosexuality and its illegality, the rest of the staff deal mostly with their duties and the invasion of the King and Queen's snooty servants. Their shenanigans are very entertaining, but trivial by comparison to their complicated lives depicted on the series.Some of this large talented cast is wasted in their sketchy backstories in Mr. Fellows' adaptation, with Matthew Goode given short shrift as Mary's husband, delivering just a cameo appearance. It's as if the writer just couldn't juggle any more complications to his overloaded storyline and cast of characters.That said, the actors are all back to reprise their roles for various reasons and they are splendid as always. Ms. Staunton is a wonderful addition to the ensemble and Ms. Smith and Ms. Wilton continue to enchant. Yet one wishes the film had more gravitas and dramatic tension. (A throwaway sequence involving an attempted assassination seems superficial and unconvincing.) Michael Engler's direction is straight forward. He keeps the action moving forward, yet doesn't deliver the creative flourishes that are needed to make the narrative resonate.Downton Abbey is innocuous fun, but it is all surface treatment and barely goes beneath the facade in its observation of class struggle, historical occurrences, and changing times. Granted, the pomp and grandeur are there on full display, although the dramatic substance is missing. (Kudos to Anna Mary Scott Robbin's gorgeous costume designs adding the perfect elegance and the music score by Mark Day providing a grand sense of pageantry.) Still, this flawed film remains a good time to be had, even when the party's over.",positive
"Until a few nights ago, I had never seen any episodes of Downton Abbey (for years I thought it was Downtown Abbey with an extra 'W').Anyway, BritBox just added the entire series. I had insomnia on Thursday night/Friday morning so I watched two or three episodes.My opinion for what it's worth: this is a mostly unremarkable period drama. It's basically an old-fashioned soap opera with fancy sets, costumes and cars. It doesn't really stand out to me with any sort of spectacularity. However, I will say it's perfectly cast and there is not one false note in the acting department. Still I think the direction keeps the action a little too restrained/subdued and in many ways this is just a formulaic retread of Upstairs Downstairs. Or is that Upstairs Donstairs.",negative
"As someone who enjoys British drama and historical fiction, I could hardly pass up this series when it began. I know not everyone enjoys this type of television entertainment laid on with a large dose of deluxe settings and costumes. Keeping this in mind, I will admit I was a easy catch for the marketers of this spectacle. I admire how the creators of the series have produced a story from the Edwardian period that draws on the theme of the Upstairs Downstairs television series from the 1970's. The 1992 movie Gosford Park is closer in style with its cinematography and costumes than the television series, which was marked by fine acting and simple stage sets. The script is very well written and acted. Maggie Smith plays a character similar to her role in Gosford Park. Julian Fellowes, the scriptwriter for Gosford Park, also wrote the script for this series. The actors in Downton Abbey also include Hugh Bonneville, the Earl of Grantham and master of the estate, who resists change but in his personal life, often bends over backwards to break out of the cast of a cold aristocrat. His daughter Mary, played by Michelle Dockery, begins her role as the arrogant and beautiful daughter, who is adored by the staff. Her life and her attitudes evolve as she faces one crisis after another during changing times. She is a pragmatist and the evolution of life at Downton is often because of her. Lord Grantham's wife Cora is an American, played by Elizabeth McGovern, whose fortune was used to rescue Downton from a low ebb. She has made the transition to a British country estate as a gracious and elegant woman who can also exercise her authority when the need arises to restore order to the household. The rivalry between Maggie Smith and Penelope Wilton is a source of entertainment and much tension. Maggie Smith is the perfect dowager countess, out of touch with the changing times, but certainly not out of touch with what's happening in her own world. She is the most popular of the cast and with good reason. Not only is her acting top-notch but her lines are easily the best written and most pointed. Penelope Wilton, as Isobel Crawley, represents the reforming zeal of the new age, which draws battle lines with the dowager. The clash of wits and strong opinions produces sparks but builds strong respect on both sides.Dan Stevens plays her son, the dashing boy wonder Matthew Crawley, whose personal fortune plays into the plot. The only badly-cast role is that of Shirely McLaine as Cora's mother, a wealthy widow from New York who drips with sarcasm and contempt when she visits Downton. Lord Grantham and his mother the Dowager Countess can barely tolerate her obnoxious behaviour. Hardly a role worthy of McLaine's vast talent. However, her good hearted nature does come out in a crisis and there are hard truths in her criticisms of Downton's traditions and English society in general. Other actors include Jim Carter as Carson, the head butler, who is more than a capable successor to Angus Hudson on Upstairs Downstairs. Phyllis Logan as Mrs. Hughes, oversees the household staff and is a disciplinarian with a heart of gold. I could go on and on with the names of everyone on the cast. Suffice to say, this Masterpiece Theatre production is one superb presentation, with its landscape photography, great costumes, and a story that keeps you wanting to tune in to the next episode. A great yarn taking place over many years, it appears to be headed for a number of seasons. The show does have its share of tragedy so be prepared for the ups and downs on this roller-coaster of a show.",positive
"I enjoyed the first season of Downton Abbey, despite the cartoonesque characters. They were really unidimensional caricatures in the beginning. Then what appears to have happened is that the writer, Julian Fellowes, realized that he had to throw in some twisters to string along the viewers through another season.The problem was that changing the characters to be less of caricatures and more like real human beings also made some of them rather incoherent, Mary being a case in point. The storyline started to oscillate almost sinusoidally. By now, having just finished watching the first episode of Season 3, in which Shirley Maclaine appears to reestablish the importance of caricatures--she being the obnoxious nouveau riche American who has crossed the ocean to attend the wedding of Matthew and Mary--I fear that much, much more incoherence lies ahead.My prediction: Mr. Bates will be revealed to be a serial killer or something along those lines. Obviously he killed his wife Vera, the only question being: how many others????? Will the bones of his victims be found literally in his closet by Anna? Only time will tell. Perhaps Anna will discover that she is really a man trapped in a woman's body and seek a sex change. There must be something wrong with this happy loving couple, because they have been incessantly painted as saints in servants' clothing.Why has this series been so highly acclaimed? It's puzzling in some ways, but I believe that I may have discovered the answer. Think about the people who watch Downton Abbey. They hail nearly entirely from the middle class. This series is beloved to the middle class because it reveals how lucky we are not to be a part of the rigid class system depicted. We are neither wealthy aristocrats nor their servants. That is why we enjoy watching Downton Abbey. It makes us feel a bit like we do while watch The Wire, except that the world to which we gain voyeuristic access is not a housing project in Baltimore, but the village of the Grantham clan.Downton Abbey could also be compared to bad reality television. There is quite a lot of bad acting--with Cora topping the list of characters who should have been finished off by the Spanish flu. The plot twists are somewhat juvenile and ridiculous, too. And has this clan never heard of genetics? It's 1920, and Mary and Matthew are cousins preparing to wed (so that Mary will not lose the estate which her father has already lost through bad investments during the war--like I was saying, incoherent plot twists...) and produce cyclops babies with two heads or perhaps they'll have three breasts or hemophilia. Who knows? They have not a clue. The probability of two deadly or deformative recessive genes combining with devastating effects is much, much higher in such cases of inbreeding. Wasn't this discovered in the nineteenth century?I'll continue to watch for the chuckles for now. Violet is always good for a snarky laugh. ----------------------- Update: I made it through half of season 4 and have now thrown in the tea towel. The remaining characters are cringe worthy and the plots have just become too pathetic. Sorry, fans.My rating plummeted by two stars with each successive season. Not a masterpiece. Not even close.",negative
"My history of the MEN IN BLACK franchise is rather chequered. I didn't care much for the first film and actively hated the second; the third one, complete with its time travelling plotline, was actually my favourite of the trilogy. I had no great hopes for INTERNATIONAL, the fourth instalment carrying on the universe but without the cast, and I was right. This is a perfunctory CGI adventure which boasts a typically charming and funny performance from Chris Hemsworth and nothing else at all. Tessa Thompson tries hard but fails in an underwritten role, while others like Liam Neeson and Emma Thompson are just there to pick up the pay cheque. The CGI effects seem worse than they did in the earlier films, and the whole plot is tired and predictable. Skip it!",negative
"In New York, Molly Wright (Tessa Thompson) is obsessed with extraterrestrial aliens since twenty years earlier when she helped one as a child and witnessed Men in Black neuralysing her parents. She infiltrates MIB headquarters and Agent O (Emma Thompson) reluctantly assigns her as a probational agent. She is sent to the London office which is run by Agent High T (Liam Neeson). Agent H (Chris Hemsworth) is a local legend after he and High T stopped the Hive three years earlier.When a franchise grows tired, it often takes off on a trip to an exotic location. This has that vibe although there are some differences. The biggest is that Will Smith is no longer with the franchise. I am more and more convinced that he is a corner stone and taking him away risks toppling the whole thing. I don't hate anything in this movie. I like Tessa and I like Chris. I like Tessa's story. I like almost everything but it's missing something. It's missing its beating heart. Every moment in this movie has a hollowness like a piece of the screen is simply blank. The other issue is that it doesn't expand the franchise other than going to a fake Europe. It's a rehashing with new people.",negative
"The franchise ""Men in Black: International"" is an entertaining and funny adventure. MIB films with Will Smith and Tommy Lee Jones are certainly superior but this new movie is worthwhile watching. Chris Hemsworth performing Agent H and Tessa Thompson in the role of the rookie Agent M show good chemistry and are responsible for some hilarious moments while Emma Thompson and Liam Neeson give the necessary credibility to the agency. My vote is six.Title (Brazil): ""MIB: Homens de Preto - Internacional"" (""MIB: Men in Black: International"")",positive
"You know a film is in trouble when two of the main stars turned up on the film set bringing their own writers to fix issues with the script.The original Men in Black managed to deliver an exciting film in 90 minutes.30 minutes into this film I was wondering where was the plot?The film starts with young Molly Wright in New York who encountered an alien and saw her parents being neulayzed by the MIB. The adult Molly (Tessa Thompson) has spent years trying to join the MIB and succeeds after she infiltrates its headquarters.Agent O (Emma Thompson) assigns her as a probationary agent to the London office which is run by Agent High T (Liam Neeson.) Molly teams up with Agent H (Chris Hemsworth) to babysit Vungus the Ugly who is alien royalty. He is killed by alien twins.Agent H is arrogant and a bit of a slacker on the job and Agent High T always covers up for him. However it turns out that someone within MIB might be a traitor.The Men in Black films run out of steam with the sequel in 2002. This one does not even get out of the starting blocks. To call it a tired retread is an insult to a tired retread.The best thing about Men in Black: International was an anecdote from Ed Solomon who wrote the first movie. He was in a profit share for Men in Black which grossed over $500 million worldwide.Each year he recieves a letter from Columbia Pictures informing him that as Men in Black has not yet made a profit, there is no money for him to receive. Solomon said in advance of the release of the third sequel, this is proof that Columbia Pictures are in it for the art and not money. I think he was being ironic.",negative
"This appears to be a continuation of the series and not a reboot. Frank, the pug is in this one as what appears to be the lone returning player. As a child Molly (Tessa Thompson) had experience with the MIB and wasn't neutralized. She grew up seeking to join the MIB until she found them. Impressed with her efforts, Emma Thompson makes her an agent. As agent M she goes to London and work for agent High T (Liam Neeson) and with agent H (Chris Hemsworth). She chose him. She has that Harry Potter type reputation as being the only one ever to find MIB and they expect great things from her. And then they save the world.Didn't have the Smith and Jones chemistry and banter, but the couple worked together in an acceptable manner and the dialogue picked up once ""Pawny"" came into the film. The alien club scene would have been better if they had played the cantina music from 'Star Wars."" Alien characters lacked the appeal of previous features.",negative
"So two of the main Thor characters star in this and you can tell they have chemistry together. You should also be able to tell that this is a light affair. A movie that does not aim for excellence, but just is there to entertain you. Chris Hemsworth does, what Chris Hemsworth - well is known for. Being the funny and flirty guy who's good looking.If you lower your expectations (if you even had any) and don't expect this to be anything else than it actually is, you'll have fun. There is a weird cameo of a German soccer/football star in it - not sure if they have different cameos in different countries, but I wonder if other viewers will be stunned or irritated if not. Whatever the case, the movie is light and fun and you should treat it as such",positive
"The first Men in Black is fantastic, the second one is disappointing, and the third is reasonably good, it is most likely this fourth movie was made to refresh the franchise, and make some money, I knew it had mixed to negative reviews, but I was always going to see it, directed by F. Gary Gray (The Negotiator, Law Abiding Citizen, Straight Outta Compton, Fast & Furious 8). Basically in Brooklyn 1996, young Molly Wright (Mandeiya Flory) has an alien in her bedroom, she helps it to escape, she also witnesses her parents being neuralysed by agents of Men in Black (MIB). Twenty-three years later, with her applications for the FBI and the CIA having been rejected, for her ""delusions"" regarding the evidence of alien life, Molly (Tessa Thompson) wants to track down the Men in Black. She manages to track down an alien landing and, dressed in black herself, finds and sneaks into MIB headquarters in New York. She is caught entering the agency, but Molly makes an impression on the head, Agent O (Emma Thompson), arguing she has the skills, having found out about the agency's existence and having no life outside, making her an ideal candidate. Molly convinces Agent O to award her probationary agent status as ""Agent M"" and assigned to the London branch of the organisation. In London, M head of the London branch High T (Liam Neeson), and manages to arrange for herself to be assigned to assist Agent H (Chris Hemsworth). M and H meet with alien royal family member Vungus the Ugly (Kayvan Novak), also a close friend of H, but he is fatally injured by mysterious alien twins who can manifest as pure energy. Vungus passes a strange crystal on to M before he dies, claiming that he cannot trust H, saying he has changed since they last met. Agent C (Rafe Spall) is disappointed with H's dealing of the situation, but M points out that few knew Vungus' location when he was attacked, leading to the conclusion that there is a traitor in MIB. High T assigns C and M to investigate, while H is demoted to desk duty. DNA traces the mysterious twins to the Hive, a parasitic race who invade other planets by merging with the DNA of the conquered species. M learns that H and High T fought off the Hive invasion at the Eiffel Tower in 2016, since then H has developed an uncaring attitude towards his duties and Hight T has helped him to keep his job due to the soft spot they have for each other. H convinces M to join him in following up a lead in Marrakesh, where they recover ""Pawny"" (Kumail Nanjiani), a talking chess piece, the last survivor of a small group of aliens who were attacked by the Twins, he pledges new loyalty to M. But they are subsequently trapped by MIB agents, as video evidence has been recovered of Vungus passing the crystal to M, they suspect she is the traitor. H, M and Pawny manage to escape on rocket-powered bikes, and they learn that the crystal Vungus gave M is a powerful weapon. After crashing the bikes, H's alien contact manages to steal the weapon and take it to Riza Stavros (Rebecca Ferguson), an alien arms merchant and H's ex-girlfriend. H, M and Pawny travel to Riza's island fortress, and try to infiltrate the base to recover the weapon but are caught by Riza and her bodyguard. However, the bodyguard turns out to be the alien that M rescued as a child, he allows them to leave while he keeps Riza contained. The three are cornered by the Twins once again, but the twins are killed by High T and a group of agents. Although the case appears to be concluded, H and M review the evidence, it turns out the Twins required the weapon to use against the Hive rather than to use it for the Hive, and the only evidence of Hive DNA was provided by High T. Agent C concedes that the evidence suggests that High T has been deceptive, he allows H and M to follow High T to the Eiffel Tower. They travel to an extra-terrestrial wormhole and confront Hight T, and it revealed that H was neuralysed to erase the memory of the activities of the Hive, and High T is one of them. The High T/Hive hybrid activates the wormhole to draw the Hive to Earth, but H is able to draw out High T's true personality long enough for M to use the weapon to destroy High T and eradicate the Hive infestation. With the truth of High T's conversion exposed, Agent O joins H and M in Paris, she grants M full MIB agent status and appoints H as the probationary head of the London branch. Also starring Laurent and Larry Bourgeois as the Alien Twins, Kayvan Novak as Nasr / Bassam, Spencer Wilding as Luca Brasi, Marcy Harriell as Molly's Mom, Inny Clemons as Molly's Dad, and Tim Blaney as Frank the Pug. Hemsworth knowingly mocks his own sex appeal, Thompson does well as the young and plucky newbie agent, they are best known as Thor and Valkyrie together in the Marvel Cinematic Universe, so they remain a good duo, and Emma Thompson and Neeson are fine. The special effects are certainly fantastic, the first twenty minutes of the young female character being initiated is interested, and there are some reasonable chase and fight sequences, but the story is flat and full of predictability, and it has hardly any wit and humour, only a joke about Piers Morgan an alien makes you titter, a disappointing very average science-fiction action comedy. Okay!",positive
